Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
240810205060227,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,162,584,3.6,3.12,949.69,409959.24,986.21,389573.51,512.71,316707.63,780,273198.02,NA
240810205060228,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,223,823,3.69,3.48,1390.34,3478908.44,1476.4,3567620.02,695.46,1949314.32,1160.17,2714501.75,NA
240810205060229,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,212,700,3.3,2.72,721.75,558858.15,809.59,555742.71,391.6,313789.62,693.62,346406.79,NA
240810205060230,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,216,758,3.51,2.88,1057.31,1016587,1130.59,1004132.79,563.33,571985.08,880.45,614874.93,NA
240810205060231,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,152,526,3.46,2.46,752.03,645175.66,840.51,646726.65,387.45,335047.16,699.22,386857.94,NA
240810205060232,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,247,864,3.5,2.3,729.06,504485.09,796.81,497350.62,419.62,313002.26,662.74,333270.34,NA
240810205060233,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,241,754,3.13,2.82,817.18,1830119.51,845.24,1869409.3,498.45,835882.21,726.68,1053249.89,NA
240810205060234,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,205,765,3.73,3.65,519,540537.73,733.76,607086.48,368.79,278389.22,641.24,309434.12,NA
240810205060235,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,256,938,3.66,3.57,1036.6,929813.41,1101.12,916587.81,540.47,582652.83,870.51,651291.25,NA
240810205060236,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,192,644,3.35,2.72,1206.08,1278491.65,1244.99,1271256.97,684.42,953921.12,1023.88,1079820.64,NA
240810205060237,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,228,730,3.2,2.55,688.62,391922.58,747.65,381335.77,408.68,267734.26,674.53,262560.35,NA
240810205060238,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,119,391,3.29,2.63,839.57,811817.31,1009.18,804579.99,599.91,968986.19,894.64,1182296.42,NA
240810205060239,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,243,940,3.87,2.78,452.49,181911.22,558.14,165332.43,311.38,132799.96,516.91,114174.98,NA
240810205060240,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,326,1067,3.27,2.49,630.01,297501.23,705.78,279742.41,401.04,223891.24,593.08,217194.79,NA
240810205060241,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,408,1501,3.68,3.42,450.42,124727.76,498.02,114173.44,240.26,105925.86,423.87,109055.24,NA
240810205060242,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,436,1497,3.43,2.73,391.16,206029.99,494.34,209380.37,285.16,158895.08,485.56,173275.35,NA
240810205060243,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,238,814,3.42,2.65,394.38,255455.2,542.56,271130.34,299.63,166834.29,525.34,173952.34,NA
240810205060244,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,277,1042,3.76,2.81,516.13,126834.24,562.87,111954.44,311.88,130123.97,493.71,116188.11,NA
240810205060245,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,255,877,3.44,2.2,616.14,333325.26,674.32,325535.21,379,507482.23,617.4,679914.61,NA
240810205060246,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,269,895,3.33,2.03,664.27,216150.03,726.38,191144.6,388.97,193956.77,659.97,150141.82,NA
240810205060247,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,207,746,3.6,1.95,555.86,487467.23,737.58,512961.1,499.68,741165.84,797.69,946002.61,NA
240810205060248,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,162,548,3.38,1.89,710.89,419110.01,742.99,414152.02,407.07,353095.82,647.49,406146.91,NA
240810205060249,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,232,745,3.21,2.47,739.75,579631.85,769.61,580050.08,445.77,378701.63,649.82,419550.6,NA
240810205060250,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,208,741,3.56,2.82,580.76,194362.02,629.16,180035.19,360.64,153010.86,562.1,125176.18,NA
240810205060251,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,227,739,3.26,2.24,996.43,1687066.61,1077.1,1736994.12,589.05,1164876.45,882.16,1486721.01,NA
240810205060252,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,185,619,3.35,2.15,794.78,479801.97,826.04,472813.02,461.8,298781.47,676.8,292354.19,NA
240810205060253,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,273,971,3.56,2.22,621.4,527955.95,771.1,539764.78,412.28,338454.65,658.68,378514.08,NA
240810205060254,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,236,810,3.43,2.33,1031.75,2374749.99,1082.19,2436537.02,562.71,1093078.05,843.43,1402314.44,NA
240810205060255,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,241,780,3.24,2.76,735.69,313452.21,764.23,303759.16,422.59,259605.72,663.36,247767.86,NA
240810205060256,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,241,770,3.2,2.48,633.91,304647.68,752.58,272212.21,385.52,233000.7,668.45,214824.97,NA
240810205060257,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,202,690,3.42,2.81,893.34,464800.37,930.18,449622.4,497.19,366203.34,766.12,358229.34,NA
240810205060258,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,252,915,3.63,2.18,744.4,442396.89,848.81,415700.54,432.41,295644.99,710.89,288061.1,NA
240810205060259,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,242,819,3.38,2.11,732.05,2782848.04,877.01,3208883.08,500.77,1319763.53,785.12,1847113.87,NA
240810205060260,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,245,856,3.49,2.72,666.99,247961.44,760.06,211654.06,375.32,234255.58,677.66,218035.39,NA
240810205060261,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,194,698,3.6,2.88,633.61,293768.12,706.44,275982.77,366.49,227724.52,642.17,221971.85,NA
240810205060262,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,206,811,3.94,3.18,806.02,475607.67,830.2,469772,391.16,293296.94,657.42,317960.78,NA
240810205060263,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,395,1363,3.45,2.89,782.46,2160420.22,833.08,2258273.36,406.86,932596.56,698.66,1398334.57,NA
240810205060264,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,171,590,3.45,2.25,961.75,487568.4,1040.89,445048.6,543.05,390495.86,846.62,351658.54,NA
240810205060265,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,182,637,3.5,2.25,1018.93,566562.51,1071.94,539056.22,563.87,414774.1,845.03,383917.48,NA
240810205060266,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,242,767,3.17,2.3,844.49,1445580.97,1006.73,1560534.91,525.67,1067484.83,857.53,1457806.32,NA
240810205060267,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,361,1246,3.45,2.49,814.97,496583.84,919.39,464106.57,478.49,373775.77,808.19,364849.4,NA
240810205060268,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,190,609,3.21,2.42,814.18,851640.25,878.94,862522.11,466.16,489257.78,741.55,574342.45,NA
240810205060269,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,304,1079,3.55,2.86,1504.74,2128412.86,1616.4,2105785.88,760.87,1266427.28,1226.15,1470707.05,NA
240810205060270,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,186,587,3.16,2.76,662.54,401107.96,760.7,385770.78,454.85,473924.58,718.49,559469.59,NA
240810205060271,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,401,1385,3.45,3,555.83,196956.67,617.41,180710.33,306.26,155829.09,573.99,138350.85,NA
240810205060272,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,177,613,3.46,2.36,825.98,844567.82,859.99,850127.53,462.28,449078.55,706.45,513973.27,NA
240810205060273,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,1,113,369,3.27,1.52,586.32,156483.17,662.54,126021.62,320.79,140448.06,592.98,97955.82,NA
240810205060274,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,214,788,3.68,3.1,589.11,228356.38,704.3,191673.96,324.35,174584.36,635.92,144065.38,NA
240810205060275,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,327,1112,3.4,2.42,614.85,475461.22,744.65,479193.11,353.49,268086.27,594.35,307674.27,NA
240810205060276,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,216,719,3.33,2.66,745.69,408948.56,826,386541.88,410.31,273697.54,666.04,273958.19,NA
240810205060277,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,165,582,3.53,2.4,923.23,836255.21,1015.55,826053.77,522.03,499502.33,818.05,540715.49,NA
240810205060278,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,183,645,3.52,1.95,1047.91,791895.4,1141.48,755583.56,529.76,523205.15,925.47,547872.04,NA
240810205060279,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,198,649,3.28,1.93,1130.16,1037387.85,1196.64,1018758.9,606.9,824730.44,963.3,966125.81,NA
240810205060280,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102032,Salinas,1,0,108,374,3.46,3.13,436.2,227091.06,611.82,210862.44,246.9,143912.23,562.28,150453.87,NA
240810205060281,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,249,828,3.33,2.66,751.45,379194.7,789.5,368309.29,430.36,268921.96,669.12,258332.97,NA
240810205060282,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,202,692,3.43,2.75,621.14,255722.11,712.9,227925.4,347.88,239875.98,678.08,243670.13,NA
240810205060283,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,0,254,927,3.65,2.96,394.25,174396.84,589.05,145649.9,211.9,118253.36,558.78,117999.61,NA
240810205060284,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,328,1104,3.37,2.01,916.13,796352.2,985.21,788315.58,500.77,499041.31,818.53,555713.72,NA
240810205060285,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,291,994,3.42,2.35,619.51,160733.88,670.17,139846.97,383.28,184305.46,588.74,162101.46,NA
240810205060286,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,388,1433,3.69,3.3,606.59,217145.87,664.85,199216.48,329.74,198964.46,558.91,209173.31,NA
240810205060287,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,360,1274,3.54,2.38,574.44,118365.29,617.3,100682.91,303.04,132873.08,564.85,99728.66,NA
240810205060288,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,375,1348,3.59,3.07,496.33,123845.86,589,92287.46,262.3,112361.78,512.1,91409.18,NA
240810205060289,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,273,1050,3.85,4.4,518.93,123205.1,566.67,107423.4,286.79,110280.37,483.14,90879.12,NA
240810205060290,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,261,942,3.61,3.19,357.46,152686.48,464.16,148716.42,292.34,123761.1,482.5,112487.93,NA
240810205060291,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,303,1115,3.68,2.87,376.21,133441.89,499.96,115386.65,248.96,108755.11,486.43,96954.13,NA
240810205060292,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,196,693,3.54,2.71,619.63,222293.39,682.29,201906.6,368.91,224072.24,642.47,214447.63,NA
240810205060293,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,296,1057,3.57,2.98,693.95,952113.98,725.83,972785.91,399.55,703939.63,640.92,975014.46,NA
240810205060294,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,181,657,3.63,3.08,568.24,103237.12,615.88,82428.35,318.3,116447.96,504.6,90522.41,NA
240810205060295,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,220,785,3.57,2.25,546.71,224957.27,607.45,212991.99,325.67,169427.99,542.79,164519.43,NA
240810205060296,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,314,1142,3.64,2.92,587.09,298862.29,725.78,268687.99,324.85,205522.9,635.37,204685.05,NA
240810205060297,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,265,884,3.34,2.23,644.96,287028.44,718.13,266962.03,365.02,203109.19,633.93,182221.1,NA
240810205060298,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,283,981,3.47,2.88,482.23,1512613.51,628.9,1882134.05,265.97,625833.76,532.64,1112557.89,NA
240810205060299,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,172,553,3.22,1.85,744.24,409932.35,800.06,395932.33,435.38,311094.62,684.78,318537.73,NA
240810205060300,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,284,962,3.39,3.11,812.32,917989.06,894.19,937374.77,461.34,518858.24,761.26,628078.89,NA
240810205060301,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,381,1307,3.43,2.9,678.66,452773.45,798.05,437097.97,394.72,345230.94,708.78,397404.12,NA
240810205060302,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,1,229,782,3.41,2.27,875.04,1581855.82,968.04,1660327.89,464.55,718557.05,763.85,953473.26,NA
240810205060303,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,1,373,1305,3.5,2.25,679.65,490971.26,743.43,489625.12,369.3,281383.29,610.82,317934.47,NA
240810205060304,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,0,257,865,3.37,2.58,969.48,597458.89,1148.18,501962.36,573.71,500801.94,976.12,459172.1,NA
240810205060305,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,407,1413,3.47,2.6,825.83,418971.59,853.08,409526.82,447.73,314371.46,721.86,308960,NA
240810205060306,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,1,140,595,4.25,3.61,419.35,158074.63,514.99,144755.51,245.81,145174.75,493.69,169300.56,NA
240810205060307,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,1,82,320,3.9,5.25,410.4,102245.58,517.74,72964.26,184,76892.55,449.95,68289.9,NA
240810205060308,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,1,123,481,3.91,3.59,608.96,259538.96,634.76,254111.36,292.27,172844.8,552.98,182907.16,NA
240810205060309,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,1,63,211,3.35,3.01,230.73,72729.23,427.53,49955.71,219.02,76647.24,479.63,42417.44,NA
240810205060310,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,1,201,716,3.56,3.26,518.37,98011.86,551.29,86027.18,317.42,127062.33,521.28,102327.61,NA
240810205060311,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,1,415,1471,3.54,3,467.55,300733.53,572.37,308180.65,260.9,186592.01,483.14,238248.03,NA
240810205070001,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,258,847,3.28,2.37,5002.83,21307479.15,5121.94,21204291.2,2595.3,13564766.29,3577.17,15187259.28,NA
